EmployeeNumber,Department,JobRole,Age,Gender,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,WorkLifeBalance,Attrition_Actual,Attrition_Prob,Risk_Score,Risk_Tier,salary_band
730,Research & Development,Research Director,53,Male,14814,5,No,3,3,No,0.0034864014,0.3,🟢 Low,> $10K
441,Research & Development,Research Scientist,30,Female,5775,10,No,4,3,No,0.0034093831,0.3,🟢 Low,$3K-$6K
447,Research & Development,Research Director,47,Male,18300,3,No,3,3,No,0.0032876784,0.3,🟢 Low,> $10K
1468,Research & Development,Research Director,40,Male,13757,9,No,2,3,No,0.0032496483,0.3,🟢 Low,> $10K
1665,Research & Development,Manager,54,Female,17426,10,No,3,3,No,0.00308467,0.3,🟢 Low,> $10K
1408,Human Resources,Manager,42,Female,16799,20,No,1,3,No,0.0030754532,0.3,🟢 Low,> $10K
1668,Research & Development,Research Scientist,38,Male,4735,13,No,4,4,No,0.0030459666,0.3,🟢 Low,$3K-$6K
1215,Research & Development,Manager,50,Female,17856,2,No,1,3,No,0.0029483682,0.3,🟢 Low,> $10K
323,Sales,Manager,50,Female,19517,7,No,4,2,No,0.0029268626,0.3,🟢 Low,> $10K
1608,Research & Development,Research Director,44,Female,19049,22,Yes,4,2,No,0.002859566,0.3,🟢 Low,> $10K
482,Research & Development,Healthcare Representative,57,Male,6755,3,No,3,3,No,0.0027716549,0.3,🟢 Low,$6K-$10K
1822,Research & Development,Healthcare Representative,40,Female,6513,5,No,4,3,No,0.0027148938,0.3,🟢 Low,$6K-$10K
270,Research & Development,Manufacturing Director,42,Female,5265,5,No,3,3,No,0.0027092744,0.3,🟢 Low,$3K-$6K
140,Human Resources,Manager,59,Female,18844,3,No,4,3,No,0.0026004086,0.3,🟢 Low,> $10K
1970,Research & Development,Healthcare Representative,33,Male,5968,9,No,3,3,No,0.0025339806,0.3,🟢 Low,$3K-$6K
262,Research & Development,Research Scientist,43,Male,2089,5,No,4,4,No,0.0024227663,0.2,🟢 Low,< $3K
1117,Sales,Sales Executive,45,Female,5593,15,No,3,3,No,0.0024215288,0.2,🟢 Low,$3K-$6K
1662,Research & Development,Manufacturing Director,36,Female,4374,3,No,3,3,No,0.002393174,0.2,🟢 Low,$3K-$6K
1116,Research & Development,Manager,48,Male,16885,5,No,4,2,No,0.0023540962,0.2,🟢 Low,> $10K
1520,Research & Development,Manager,54,Female,16032,14,No,4,3,No,0.0022996047,0.2,🟢 Low,> $10K
1255,Research & Development,Research Director,43,Male,19740,8,No,4,3,No,0.0022656647,0.2,🟢 Low,> $10K
352,Research & Development,Research Director,40,Male,19436,21,No,3,3,No,0.0022064743,0.2,🟢 Low,> $10K
1712,Research & Development,Healthcare Representative,45,Male,10748,23,No,3,2,No,0.0021821547,0.2,🟢 Low,> $10K
2022,Research & Development,Manager,39,Male,19431,6,No,4,2,No,0.0021611783,0.2,🟢 Low,> $10K
1250,Research & Development,Research Director,54,Male,17779,10,No,4,3,No,0.001955894,0.2,🟢 Low,> $10K
1995,Sales,Sales Executive,38,Male,4440,15,No,2,3,No,0.0019090254,0.2,🟢 Low,$3K-$6K
46,Research & Development,Research Scientist,43,Female,2645,5,No,3,2,No,0.0017720929,0.2,🟢 Low,< $3K
1201,Research & Development,Manager,53,Female,18606,7,No,3,3,No,0.001712691,0.2,🟢 Low,> $10K
2026,Research & Development,Healthcare Representative,56,Male,6306,13,No,3,2,No,0.0016358233,0.2,🟢 Low,$6K-$10K
558,Sales,Manager,40,Female,18041,20,No,3,3,No,0.0016282931,0.2,🟢 Low,> $10K
950,Research & Development,Research Director,38,Female,13582,15,No,1,3,No,0.0013579283,0.1,🟢 Low,> $10K
1264,Research & Development,Research Director,29,Female,16124,7,No,4,2,No,0.0012685898,0.1,🟢 Low,> $10K
1045,Sales,Manager,45,Female,17650,9,No,4,4,No,0.0012407948,0.1,🟢 Low,> $10K
1804,Research & Development,Manufacturing Director,35,Male,5762,7,No,4,3,No,0.0012231504,0.1,🟢 Low,$3K-$6K
997,Research & Development,Research Director,50,Male,17399,5,No,4,2,No,0.0011212769,0.1,🟢 Low,> $10K
1630,Research & Development,Healthcare Representative,35,Female,4148,14,No,3,3,No,0.0010124679,0.1,🟢 Low,$3K-$6K
1774,Sales,Sales Executive,34,Male,4001,15,Yes,3,3,No,0.0009358262,0.1,🟢 Low,$3K-$6K
1424,Research & Development,Research Director,55,Male,14732,7,No,4,4,No,0.0005295511,0.1,🟢 Low,> $10K
